FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATA_CODING	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link
102140					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Milk-based pudding intake	16826	18759	Complete	Categorical single	Serving / small pot	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings/individual pots of custard, rice pudding, semolina pudding, blancmange did you have?"""""""" This question was only asked to participants who reported consuming cakes, puddings or other desserts."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102140
102150					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Other milk-based pudding intake	9801	10510	Complete	Categorical single	Serving / small pot	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings/individual pots of other milk based desserts (e.g. mousse, tiramisu, creme caramel) did you have?"""""""" This question was only asked to participants who reported consuming cakes, puddings or other desserts."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102150
102170					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Soya dessert intake	2290	2585	Complete	Categorical single	Serving / small pot	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings/individual pots of soya ice cream, soya yogurt, other soya dessert did you have?"""""""" This question was only asked to participants who reported consuming cakes, puddings or other desserts."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102170
102180					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Fruitcake intake	21337	24052	Complete	Categorical single	Slice	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many slices of fruit cake did you have?"""""""" This question was only asked to participants who reported consuming cakes, puddings or other desserts."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102180
102190					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Cake intake	50710	62568	Complete	Categorical single	Slice/Item	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many slices/items of cake, muffin, flapjack, brownie, pecan pie did you have?"""""""" This question was only asked to participants who reported consuming cakes, puddings or other desserts."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102190
102200					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Doughnut intake	3672	3810	Complete	Categorical single	Item	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many items of doughnuts did you have?"""""""" This question was only asked to participants who reported consuming cakes, puddings or other desserts."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102200
102210					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Sponge pudding intake	9834	10297	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings of sponge pudding did you have?"""""""" This question was only asked to participants who reported consuming cakes, puddings or other desserts."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102210
102220					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Cheesecake intake	10112	10556	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings of cheesecake did you have?"""""""" This question was only asked to participants who reported consuming cakes, puddings or other desserts."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102220
102230					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Other dessert intake	36071	41103	Complete	Categorical single	Serving / small pot	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings/individual pots of other desserts did you have?"""""""" This question was only asked to participants who reported consuming cakes, puddings or other desserts."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102230
102250					100010	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Sweet snack consumers	211019	458617	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"""""Did you eat any biscuits, chocolate or sweets yesterday? Also includes sweets, cereal bars, chocolate covered raisins, sweet popcorn and other sweet snacks."""""""" If the participant activated the Help feature they were shown the message:  Select which category best describes your type of sweet snack food, otherwise select the Other category. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102250
102260					100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Chocolate bar intake	28386	33308	Complete	Categorical single	Bar (~50g)	Data	Primary	Unisex	5	1	100005	"Question asked: """"""""How many chocolate bars (~50 g e.g. Crunchie, Snickers) did you have?"""""""" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets. If the participant activated the Help feature they were shown the message:  Chocolate bars about 50g in weight mean standard size bars, rather than snack size or jumbo size. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102260
102270					100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	White chocolate intake	2371	2483	Complete	Categorical single	Bar (~50g)	Data	Primary	Unisex	5	1	100005	"Question asked: """"""""How many white chocolate bars (~50 g) did you have?"""""""" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets. If the participant activated the Help feature they were shown the message:  If you have had just one or two squares of chocolate, or just one or two sweets, please record this as 1/4. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102270
102280					100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Milk chocolate intake	25771	30035	Complete	Categorical single	Bar (~50g)	Data	Primary	Unisex	5	1	100005	"Question asked: """"""""How many milk chocolate bars (~50 g) did you have?"""""""" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets. If the participant activated the Help feature they were shown the message:  If you have had just one or two squares of chocolate, or just one or two sweets, please record this as 1/4. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102280
102290					100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Dark chocolate intake	22613	29914	Complete	Categorical single	Bar (~50g)	Data	Primary	Unisex	5	1	100005	"Question asked: """"""""How many plain/dark chocolate bars (~50 g) did you have?"""""""" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets. If the participant activated the Help feature they were shown the message:  If you have had just one or two squares of chocolate, or just one or two sweets, please record this as 1/4. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102290
102300					100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Chocolate-covered raisin intake	3502	3727	Complete	Categorical single	Handful	Data	Primary	Unisex	5	1	100005	"Question asked: """"""""How many handfuls of chocolate/yogurt covered raisins did you have?"""""""" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102300
102310					100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Chocolate sweet intake	22621	25452	Complete	Categorical single	Handful	Data	Primary	Unisex	5	1	100005	"Question asked: """"""""How many handfuls of chocolate sweets (e.g. Roses, Milk Tray) did you have?"""""""" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102310
102320					100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Diet sweets intake	3223	3523	Complete	Categorical single	Handful	Data	Primary	Unisex	5	1	100005	"Question asked: """"""""How many handfuls of low sugar/sugar free sweets (hard and soft) did you have?"""""""" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102320
102330					100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Sweets intake	25532	30718	Complete	Categorical single	Handful	Data	Primary	Unisex	5	1	100005	"Question asked: """"""""How many handfuls of sweets (hard and soft, e.g. peppermints, toffees, fudge, fruit flavoured sweets) did you have?"""""""" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102330
102340					100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Chocolate-covered biscuits intake	30070	36868	Complete	Categorical single	Biscuit	Data	Primary	Unisex	5	1	100005	"Question asked: """"""""How many chocolate covered biscuits (e.g. Penguin) did you have?"""""""" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets. If the participant activated the Help feature they were shown the message:  Very large cookies count as two biscuits. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102340
102350					100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Chocolate biscuits intake	37745	45644	Complete	Categorical single	Biscuit	Data	Primary	Unisex	5	1	100005	"Question asked: """"""""How many chocolate biscuits (e.g. choc chip cookies, chocolate digestive biscuits) did you have?"""""""" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets. If the participant activated the Help feature they were shown the message:  Very large cookies count as two biscuits. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102350
102360					100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Sweet biscuits intake	63926	85968	Complete	Categorical single	Biscuit	Data	Primary	Unisex	5	1	100005	"Question asked: """"""""How many sweet biscuits (e.g. digestive, shortbread, ginger nut) did you have?"""""""" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets. If the participant activated the Help feature they were shown the message:  Very large cookies count as two biscuits. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102360
102370					100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Cereal bar intake	21598	26433	Complete	Categorical single	Bar	Data	Primary	Unisex	5	1	100005	"Question asked: """"""""How many cereal bars did you have?"""""""" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102370
102380					100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Other sweets intake	10299	10939	Complete	Categorical single	Handful/Item	Data	Primary	Unisex	5	1	100005	"Question asked: """"""""How many handfuls/items of other sweet snacks did you have?"""""""" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102380
102400					100010	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Savoury snack consumers	211019	458617	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"""""Did you eat any crisps, nuts or savoury snacks yesterday? Also includes seeds and olives."""""""" If the participant activated the Help feature they were shown the message:  Select which category best describes your type of savoury snack, otherwise select the Other category. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102400
10241						UK Biobank Assessment Centre > Procedural metrics > Process durations	152	Touchscreen duration (pilot)	3717	3717	Complete	Integer	deciseconds	Data	Auxiliary	Unisex	1	1		The Pilot touchscreen questionnaire did not included the cognitive assessments and contained fewer 'ordinary' questions than the subsequent Main study versions.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10241
102410					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Salted peanuts intake	14434	17121	Complete	Categorical single	Handful	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many handfuls of roasted/salted peanuts did you have?"""""""" This question was only asked to participants who reported consuming savoury snacks."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102410
102420					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Unsalted peanuts intake	3745	4223	Complete	Categorical single	Handful	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many handfuls of unsalted (monkey nuts) peanuts did you have?"""""""" This question was only asked to participants who reported consuming savoury snacks."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102420
102430					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Salted nuts intake	10290	11505	Complete	Categorical single	Handful	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many handfuls of salted/roasted nuts (e.g. almonds, cashews, pistachios) did you have?"""""""" This question was only asked to participants who reported consuming savoury snacks."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102430
102440					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Unsalted nuts intake	27027	36075	Complete	Categorical single	Handful	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many handfuls of unsalted nuts (e.g. almonds, cashews, walnuts) did you have?"""""""" This question was only asked to participants who reported consuming savoury snacks."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102440
102450					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Seeds intake	11991	15488	Complete	Categorical single	Handful	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many handfuls of seeds (e.g. sunflower, pumpkin, linseeds) did you have?"""""""" This question was only asked to participants who reported consuming savoury snacks."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102450
102460					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Crisp intake	63334	83952	Complete	Categorical single	Small bag	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many small bags of crisps (e.g. Walkers, Sensations, Doritos, Hula Hoops) did you have?"""""""" This question was only asked to participants who reported consuming savoury snacks."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102460
102470					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Savoury biscuits intake	3811	4039	Complete	Categorical single	Bag	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many snack size bags of savoury crispbread/corn cake snacks (e.g. Snack-a-Jack, flavoured Ryvita) did you have?"""""""" This question was only asked to participants who reported consuming savoury snacks."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102470
102480					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Cheesy biscuits intake	6060	6566	Complete	Categorical single	Handful/Bag	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many handfuls/bags of cheesy biscuits (e.g. Mini Cheddars, Tuc) did you have?"""""""" This question was only asked to participants who reported consuming savoury snacks."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102480
102490					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Olives intake	14815	17416	Complete	Categorical single	Handful	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many handfuls of olives did you have?"""""""" This question was only asked to participants who reported consuming savoury snacks."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102490
102500					100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Other savoury snack intake	11640	12775	Complete	Categorical single	Handful/Bag	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many handfuls/bags of other savoury snack did you have?"""""""" This question was only asked to participants who reported consuming savoury snacks."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102500
102520					100010	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Soup consumers	211019	458617	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"""""Did you have any soup yesterday? Include cup-a-soup, canned soup, soup in cartons or pouches, soup eaten out and soup made at home."""""""" If the participant activated the Help feature they were shown the message:  Soup eaten out will likely be either canned soup or home-made soup. For example: if the soup being served in a cafe has a brand name such as Heinz, please choose carton/pouch/canned soup; if the soup has been freshly prepared in a restaurant, please choose home-made soup. If home-made or carton/pouch/canned soup is recorded, please use the tick boxes to record the main ingredients. Please do not record these ingredients elsewhere. If a suitable tick box is not available, please use the Other tick box and enter the ingredient(s) in the box beside it. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102520
102530					100004	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Powdered/instant soup intake	8837	10596	Complete	Categorical single	Mug/Bowl	Data	Primary	Unisex	5	1	100004	"Question asked: """"""""How many mugs/bowls of dried/powdered soup (e.g. Cup-a-Soup) did you have?"""""""" This question was only asked to participants who reported consuming soup."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102530
102540					100004	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Canned soup intake	20802	23851	Complete	Categorical single	Bowl	Data	Primary	Unisex	5	1	100004	"Question asked: """"""""How many bowls of carton/pouch/canned soup did you have?"""""""" This question was only asked to participants who reported consuming soup."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102540
102620					100004	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Homemade soup intake	34435	41777	Complete	Categorical single	Bowl	Data	Primary	Unisex	5	1	100004	"Question asked: """"""""How many bowls of home-made soup did you have?"""""""" This question was only asked to participants who reported consuming soup."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102620
102700					100010	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Starchy food consumers	211019	458617	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"""""Did you eat any pasta, rice, sushi or couscous yesterday? This includes noodles, lasagne pasta sheets and other cooked grains such as bulgar wheat."""""""" This can accompany a meal, or be a meal in itself. It may be hot or cold."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102700
102710					100001	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	White pasta intake	44655	51983	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100001	"Question asked: """"""""How many servings of white pasta/noodles did you have?"""""""" This question was only asked to participants who reported consuming pasta, rice, sushi or couscous. If the participant activated the Help feature they were shown the message:  Please treat coloured pasta (e.g. green) as white pasta. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102710
102720					100001	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Wholemeal pasta intake	8381	9140	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100001	"Question asked: """"""""How many servings of wholemeal pasta did you have?"""""""" This question was only asked to participants who reported consuming pasta, rice, sushi or couscous."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102720
102730					100001	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	White rice intake	43275	50740	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100001	"Question asked: """"""""How many servings of white rice did you have?"""""""" This question was only asked to participants who reported consuming pasta, rice, sushi or couscous."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102730
102740					100001	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Brown rice intake	9908	10966	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100001	"Question asked: """"""""How many servings of brown rice did you have?"""""""" This question was only asked to participants who reported consuming pasta, rice, sushi or couscous."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102740
102750					100001	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Sushi intake	1472	1536	Complete	Categorical single	Sushi	Data	Primary	Unisex	5	1	100001	"Question asked: """"""""How many pieces of sushi did you have?"""""""" This question was only asked to participants who reported consuming pasta, rice, sushi or couscous. If the participant activated the Help feature they were shown the message:  Sushi consists of sushi rice, sometimes with seaweed, with a variety of toppings/fillings made from vegetables, fish and meat. If you record that you have eaten sushi, then you do not need to record the toppings/fillings or seaweed elsewhere. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102750
102760					100001	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Snackpot intake	752	772	Complete	Categorical single	Pot	Data	Primary	Unisex	5	1	100001	"Question asked: """"""""How many pots of snack pot, noodles/rice (e.g. Pot Noodle) did you have?"""""""" This question was only asked to participants who reported consuming pasta, rice, sushi or couscous."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102760
102770					100001	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Couscous intake	8598	9158	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100001	"Question asked: """"""""How many servings of couscous did you have?"""""""" This question was only asked to participants who reported consuming pasta, rice, sushi or couscous."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102770
102780					100001	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Other grain intake	2659	2827	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100001	"Question asked: """"""""How many servings of other cooked grains such as bulgur wheat, millet or pearl barley did you have?"""""""" This question was only asked to participants who reported consuming pasta, rice, sushi or couscous."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102780
102800					100010	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Cheese consumers	211019	458617	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"""""Did you eat any cheese yesterday? Cheese in sandwiches, on burgers, on jacket potato, pasta dishes."""""""" If the participant activated the Help feature they were shown the message:  Please do not include cheese sauce as this will be asked later. A guide to servings: 1 serving of cheese - a chunk about the size of a small matchbox; 1 serving of grated cheese - about a handful or a large spoonful; 1 serving of spreadable cheese - the amount spread onto a typical slice of square sandwich bread. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102800
102810					100003	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Low fat hard cheese intake	20014	23379	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings of low fat hard cheese (e.g. Edam, reduced fat Cheddar) did you have?"""""""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102810
102820					100003	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Hard cheese intake	91918	130108	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings of hard cheese (e.g. Cheddar, Parmesan) did you have?"""""""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102820
102830					100003	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Soft cheese intake	17488	20072	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings of soft cheese (e.g. Brie) did you have?"""""""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102830
102840					100003	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Blue cheese intake	12940	14754	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings of blue cheese (e.g. Stilton) did you have?"""""""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102840
102850					100003	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Low fat cheese spread intake	7429	8413	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings of low fat spreadable cheese did you have?"""""""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102850
102860					100003	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Cheese spread intake	7750	8333	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings of spreadable cheese (e.g. cream cheese) did you have?"""""""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102860
102870					100003	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Cottage cheese intake	5609	6628	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings of cottage cheese did you have?"""""""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102870
102880					100003	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Feta intake	5485	5834	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings of feta did you have?"""""""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102880
102890					100003	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Mozzarella intake	7149	7512	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings of mozzarella did you have?"""""""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102890
102900					100003	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Goat's cheese intake	6775	7681	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings of goat's cheese did you have?"""""""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102900
102910					100003	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Other cheese intake	8428	8967	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings of other cheese did you have?"""""""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102910
102930					100010	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Egg consumers	211019	458617	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"""""Did you eat any eggs yesterday? e.g. with breakfast, with a salad, with toast, part of a main meal or in sandwiches."""""""" If the participant activated the Help feature they were shown the message:  Gala pies (pork pies with egg) should have the boiled egg part recorded in this section (don't forget to record the pastry and pork as well). Do not count eggs that are cooking ingredients such as those in cakes or homemade burgers. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102930
102940					100003	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Whole egg intake	52151	64949	Complete	Categorical single	Number of eggs	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many whole eggs (e.g. fried, boiled, poached) did you have?"""""""" This question was only asked to participants who reported consuming eggs."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102940
102950					100003	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Omelette intake	20386	22377	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings of omelettes or scrambled eggs did you have?"""""""" This question was only asked to participants who reported consuming eggs."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102950
102960					100003	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Eggs in sandwiches intake	10307	10919	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings of egg in sandwiches (made with or without mayonnaise) did you have?"""""""" This question was only asked to participants who reported consuming eggs."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102960
102970					100003	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Scotch egg intake	989	1016	Complete	Categorical single	Each	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many scotch eggs did you have?"""""""" This question was only asked to participants who reported consuming eggs."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102970
102980					100003	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Other egg intake	6464	6748	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"""""How many servings of other egg dishes did you have?"""""""" This question was only asked to participants who reported consuming eggs."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102980
